scope,track_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
mature,20000501,-0.91830665,-0.93140498,0.25129669,0.19193339,-1.5458086,0.18401743,0.93293065,-0.50096352
mature,20000561,0.56654201,-1.4342824,-0.26597378,1.1588088,-0.47375652,-0.79421111,1.6596912,-2.2132635
mature,20000580,0.57938498,0.51405122,-1.7007341,1.0170701,-1.0570115,-1.3653165,1.247386,1.2434044
mature,20000591,-0.62955523,0.026956212,-0.091874463,-0.41640071,-0.023722073,-0.25119347,-0.51926211,-0.08204472
mature,20000595,1.3283682,0.84219792,-0.47199717,-2.5522444,0.033421897,-0.90832214,1.0715579,-1.6854465
mature,20000602,0.30967539,-1.2960188,-0.28195524,0.94378734,1.064339,0.60155632,-0.68491013,-0.49088287
mature,20000633,1.2016544,-1.0317932,1.1646168,-2.0753958,0.69911471,0.098091763,-1.0562472,0.029314165
mature,20000699,-0.60844327,-1.8564634,-0.99188042,0.92631172,1.0640279,0.9739991,1.5679347,0.42299232
mature,20000705,1.5471375,-0.073795301,-0.13289726,0.23062637,-1.776566,-0.12298766,-0.31716564,-0.52881554
mature,20000706,0.33244068,0.059625025,0.34645212,-1.0341486,1.1150506,0.48230204,0.88318175,-0.4151515
mature,20000716,2.4659015,-2.14377,-1.2299566,1.2262081,-1.1828266,0.89925659,-0.6566599,-0.94251632
mature,20000720,0.82609514,2.2846857,-1.6097005,1.7360005,-0.20771555,2.9200286,1.168835,1.1367484
mature,20000745,1.6035997,-1.0451527,-0.039833143,-0.82282123,-1.766643,1.3115903,0.3518929,0.25579191
mature,20000747,-0.80651,-0.13823268,-0.45422652,-0.43586288,0.22970743,0.056658634,1.6113949,-1.5194464
mature,20000751,-0.46029765,0.29099687,0.58664592,0.019575859,0.26711304,-0.62128229,-0.68365724,-0.70971662
mature,20000776,1.4781989,2.0310725,0.55670717,2.2925303,-0.4804029,-1.4330019,2.5384349,0.11512486
mature,20000787,-1.4750712,-0.75137805,-1.029272,0.57630982,-0.99126882,0.11326462,1.7525808,-2.771255
mature,20000789,-0.23670085,-0.28702708,0.54626913,0.20788197,-0.019474567,-0.33484241,-1.0117933,-1.5042541
mature,20000849,1.0109549,-0.16373417,-0.11007168,0.59105695,-0.3362122,0.30081312,-0.27159258,1.2169635
mature,20000857,0.67834869,-1.4659761,1.0156674,1.0908452,-1.7286488,0.91883114,1.9489147,2.9719013
mature,20000863,0.55072521,0.55658194,-2.0821661,-0.56828299,-0.71499273,-0.74354255,0.12292638,-0.5099321
mature,20000888,-0.39753723,-0.18229045,0.19478982,-0.7424839,0.6457775,0.2025579,0.77624144,0.33381605
mature,20000897,-1.4162351,0.6695107,0.67755794,-0.98479382,-0.11794839,1.9885093,-0.84736426,-1.3273019
mature,20000910,0.25488159,0.99071841,0.40067951,0.11310666,0.99847583,-1.5370601,-0.45342432,0.20969077
mature,20000923,0.74825646,-1.6895298,0.77486304,0.072483113,-1.9844447,-0.14059158,1.4467899,0.83994661
mature,20000934,-0.63670392,-0.76375617,-0.047808161,1.7737645,0.78350546,-0.81879663,-0.26167043,1.9457755
mature,20000939,0.46296535,2.0654759,-0.41087611,-0.82339869,-0.6757818,-0.59311699,1.0652121,-0.094882022
mature,20000944,-0.14889897,-0.56160745,0.14135904,-0.25178031,1.2734561,1.1071577,0.99748409,-0.10401149
mature,20000957,-0.87771003,0.20993176,0.45060919,0.016751314,-0.49515327,-0.31057939,-0.84781765,-0.62352875
mature,20000958,0.48086574,0.67110229,0.019680271,0.80555454,1.2802318,-0.092482641,2.5918764,-0.027910651
mature,20000963,-1.3480755,0.44178711,0.53525163,-0.53516558,0.35345357,0.65754792,-0.63548593,0.050189514
mature,20000967,0.10539821,0.50286782,0.019722907,-0.50211101,1.0953979,-0.1762344,-1.3443086,-0.35243747
mature,20000975,0.9805138,0.48341025,-1.6361442,0.88490731,-0.15272757,-0.53834458,0.42238039,1.0050459
mature,20000981,1.3445737,-0.52059488,1.999615,-1.0974755,2.2868646,3.917775,-1.1538448,2.9188996
mature,20000988,-0.89850889,0.51847157,0.46484478,-0.16520864,0.4902215,0.77674246,0.40323503,-1.0520387
mature,20001012,-0.37028147,0.090453896,-0.29406909,0.25814403,-0.71036776,-0.2015188,-0.86112243,-0.58448164
mature,20001018,1.8144267,0.025027024,-0.98545722,0.34652942,0.24587975,0.14913065,-1.5064595,0.11545781
mature,20001030,0.096045674,0.0082857521,0.47411487,-1.2914806,0.30890944,-0.10436016,-0.81404854,0.34088939
mature,20001047,-0.29174623,1.55016,-1.3079166,1.4232006,0.32517369,0.40393622,0.071767915,0.61270532
mature,20001057,-0.57781283,-0.040170105,0.44537728,-0.33624069,-0.42516444,-0.47359717,0.088461045,-0.32199631
mature,20001064,0.19150926,-0.36407444,0.19367385,-1.5381412,-0.4414093,-0.078330106,0.92698738,-1.3073301
mature,20001070,0.86894707,-0.23882756,2.171757,1.039619,-0.14288238,1.857121,0.90346661,-0.93869224
mature,20001071,-0.40344273,0.71854245,0.033978834,1.1869805,0.3219998,1.3470487,-1.5452408,0.39306044
mature,20001086,0.44869604,-0.36982066,0.76422143,0.20508816,-0.77001115,-1.0416335,-0.024646649,0.68338889
mature,20001104,1.0576588,-1.6098209,0.96520072,-0.030721047,-0.92311075,1.5206748,-0.48143768,1.9936136
mature,20001113,-1.09547,-0.056532033,0.073669953,-0.86899541,0.0045999885,0.20344021,0.58624878,-0.35842187
mature,20001118,-1.0012395,-0.3029658,0.0074164223,-0.30497139,-0.22472217,-0.36041666,-0.14013909,-0.67060923
mature,20001131,-0.9836331,-1.1301653,0.11469269,-0.20318714,0.027297847,0.50682638,-0.42564555,-0.24897007
mature,20001150,-0.1961317,-0.28966388,-0.20857235,-1.6210455,0.025027597,-0.040079656,0.41373883,-0.63735416
mature,20001160,0.23258342,-1.9896062,-1.6415957,0.25910625,-0.38088398,-2.2648678,1.8580806,-1.5129643
mature,20010014,-0.99422405,0.14672753,0.53491469,-0.37599281,-0.0018109396,0.12269296,-0.51123357,0.164433
mature,20010017,-0.72079729,0.88659153,0.16923391,-0.10587067,0.19310198,0.30002386,1.913766,0.77714186
mature,20010040,-1.2497071,0.22736243,-0.37129971,0.62131305,-1.5917635,-0.73721224,0.10699553,-0.69023062
mature,20010049,-2.0108451,-0.80258106,-0.39610272,0.67231135,0.75527618,0.31113133,1.1289873,-0.80857338
mature,20010067,-0.75112068,0.28278183,0.14852299,0.32299312,0.48544439,-1.1485517,0.46720338,-0.8226433
mature,20010069,-0.44770695,0.44809076,0.12473513,0.23959442,-0.64500503,-0.31915374,-1.0867809,1.0300449
mature,20010075,-0.89301776,0.47620355,0.52162555,-0.22884724,-0.019880652,-0.56917209,-1.005804,-0.48995892
mature,20010076,-0.84320748,0.43130981,0.57957492,-0.080519407,-0.40249744,-0.17203131,-0.49783661,0.22619105
mature,20010078,0.47337251,-0.12604621,1.1069235,-0.59501487,-0.25853881,0.03538524,0.53909742,1.1551176
mature,20010096,-1.7693294,-0.28608885,-0.30269966,-0.54543437,-1.8720505,1.5152544,0.96942188,-2.4625127
mature,20010126,-1.0385798,-1.3113403,-2.4317734,0.19663161,0.44250477,0.060629871,1.23294,1.6345098
mature,20010130,-1.7419662,0.87840348,-2.1934631,0.55326571,-1.047752,-0.4058286,-0.38528971,1.3058445
mature,20010140,0.7376101,0.77171582,2.1422651,1.4485665,-1.9161419,0.81367875,0.57594419,2.3564433
mature,20010146,0.49613799,-0.33811008,-0.65844622,-2.1805541,-0.0358061,-0.08927694,0.21304725,0.089049302
mature,20010161,1.2690549,0.59549519,-0.079083572,-0.89307165,-0.19062317,-1.1230858,0.5950474,-0.34915077
mature,20010164,0.28953511,1.228913,-0.077555443,0.97252414,2.0219653,3.2674329,0.98533443,1.4370432
mature,20010174,-0.9473346,0.63325676,0.054480571,0.084381075,0.081431759,-0.35335041,-0.30070552,0.80084354
mature,20010179,-0.078337439,-1.3211585,0.1918245,-0.63784262,-2.2423367,-0.82638086,1.4314792,-0.49313459
mature,20010196,-0.69436332,0.11218543,0.64326126,-0.3097331,-0.049557243,-0.53717077,-0.97796076,0.010262259
mature,20010202,0.22567435,-1.9194158,0.22900046,-0.038122408,1.6921905,1.6287877,-1.0839084,0.21003058
mature,20010204,-0.36028997,-1.0698446,-1.0605907,-1.3802466,0.6496186,0.064588079,-0.64015751,0.80581678
mature,20010219,-0.73431637,0.25440091,0.09798128,-0.51574107,0.31244966,-0.79803934,-0.489418,-0.44577688
mature,20010228,-0.56994918,0.2684072,1.4495493,-0.081412514,0.54195395,1.3181653,0.68136331,-0.26869989
mature,20010230,0.3132092,0.89607605,0.91700538,-0.20707121,0.14185601,0.11988184,-0.092880165,1.6351982
mature,20010235,-0.82791891,0.33477907,0.61005732,-0.115495,-0.14585575,-0.68970878,-0.94624373,0.21089582
mature,20010254,-1.1382305,-1.4150764,-2.7369029,-0.27289828,-0.83351212,0.6954222,1.4530987,-2.3220043
mature,20010270,-0.86445954,0.19247722,0.67473284,-0.0036400061,-0.0022290187,-0.56960329,-0.89417266,-0.076448139
mature,20010283,-0.83240307,0.58010605,-0.64895014,0.32971797,0.34898545,2.6227425,1.4357991,1.1488336
mature,20010287,-0.20681123,0.023391184,0.90769673,0.49517217,-0.49791543,-0.91157537,-0.99405616,0.010027648
mature,20010300,1.6144178,-3.0207184,0.69152329,0.77066985,-2.7267078,0.94541074,0.45056879,-0.60399976
mature,20010307,-0.75592718,-0.055554339,0.69002562,-0.061112769,-0.24057649,0.0990084,-0.43326897,0.29674151
mature,20010333,0.91467501,-1.3823838,1.5244666,-0.46777112,0.52808003,-0.5928246,0.5829598,1.8495547
mature,20010337,-0.34062549,0.68297292,-0.087153704,0.011478114,0.29361025,-1.2096801,-0.2378401,-0.38915288
mature,20010357,0.71367914,1.2078413,0.44256986,-0.41278056,0.33235016,-1.9702702,0.49341759,-0.9540885
mature,20010391,-0.19225722,0.058427374,0.10814796,-0.73941793,-0.42583692,-0.78034455,-0.64478243,-1.6646094
mature,20010400,1.2984988,0.48569887,-3.1991502,0.2914229,0.70158116,0.66622572,-1.5012011,1.088264
mature,20010428,2.1114514,-0.84100357,-0.31052331,0.21616179,0.0807657,-1.1710906,-0.37406143,0.93685865
mature,20010439,-0.67057543,-0.55436304,0.35877487,0.11447822,-0.005757473,-0.72167244,-0.29673868,0.27124712
mature,20010467,1.7716869,0.51384903,0.19789843,2.6588805,2.0727675,-0.2964864,1.4727823,-3.2787976
mature,20010483,-0.43091205,-1.7127786,-0.39231436,0.284531,-0.29352544,0.18117037,1.2519434,1.2638183
mature,20010499,-1.2780933,-1.1643716,-0.69770798,-0.17413731,2.2014797,0.32307414,2.4398912,0.033577461
mature,20010500,-0.34626658,-2.1015745,-1.40694,0.16956938,-0.049696638,1.4964257,0.53673954,-0.67097791
mature,20010503,-0.24290709,-0.97593237,-0.16064745,-0.39970576,-0.084911379,-0.0028723663,0.91164431,0.86456669
mature,20010505,0.0090221593,-1.4908925,0.62274121,1.6880041,3.5441761,0.012062256,0.87540902,-2.4784513
mature,20010510,1.0366135,-3.8746121,1.3909524,1.3589273,4.2879162,0.42131361,1.3779563,-0.73359688
mature,20010512,-0.75815464,-1.7382637,-1.4618108,-0.66143792,-0.2264921,0.057490957,0.81774697,-0.17815248
mature,20010518,1.3477833,0.62395569,0.35926644,1.8426178,3.8142395,0.15712092,1.3277517,-1.3170776
mature,20010527,2.0130319,-1.0038847,-2.3434134,0.047649214,-0.83638309,2.9834542,-1.2541895,-3.2880909
mature,20010535,-1.3046239,-0.55415007,-1.9388546,-0.04479927,0.33338452,-1.2887575,1.4516392,1.2605171
mature,20010567,1.4315882,-2.575753,-0.03051185,-0.93636084,-1.4311739,0.46333794,1.5157422,-1.7231501
mature,20010570,-0.94725654,-0.0089771334,0.11219176,-0.16100733,-0.50245952,-0.4012281,1.2180918,-0.3144928
mature,20010573,-0.69272012,0.42424377,-0.19305003,-0.2546845,-0.61115807,-0.78301712,0.13053305,0.082798165
mature,20010583,-0.3399572,0.11591812,0.11372533,0.44469634,-0.203833,-0.52711573,-1.23859,0.44759031
mature,20010588,1.7577607,0.5694628,-0.31056307,-0.29472883,-0.03397205,2.6300931,0.35302011,1.5392922
mature,20010603,-1.3106,-1.3730216,-1.3543591,-0.61785089,0.98945424,0.96281197,0.79021726,-0.070759228
mature,20010608,0.71235961,2.1745929,1.4609629,-0.71109288,-1.4940369,1.908846,1.6681162,1.6746682
mature,20010618,1.8462769,-2.0078954,-0.58316909,0.85193192,-0.65819815,-1.454552,0.20190616,0.033460814
mature,20010624,-0.46524123,1.0212112,-0.14018575,0.24674024,-0.49288103,-0.3774192,-0.58876706,0.72829356
mature,20010633,-0.19901728,-0.32943578,-0.60809022,-0.18202643,-1.9390494,0.40504728,0.72392641,-0.8915943
mature,20010634,3.1493732,1.454724,-2.5678462,0.24996217,-2.2144603,-0.60548845,-0.87262681,0.43523892
mature,20010669,-0.039162975,-0.85966948,0.90378337,-0.39956011,-0.51038031,1.1283515,-1.1788431,0.094786867
mature,20010695,0.66318147,-0.79153923,0.40698267,0.47903704,-1.9121766,-0.83760516,-0.16031453,0.10729991
mature,20010700,-0.61606005,0.133694,-0.38257957,-0.17763081,0.95174174,-0.12045283,-0.33243613,-0.8310519
mature,20010722,-0.93523852,-0.44208738,-2.1257933,-0.2097813,-0.55366229,-0.70902239,0.23092255,0.90322761
mature,20010731,1.1566274,1.1813913,-0.58303101,-0.24530868,-1.0415103,-0.20637058,-0.97084625,0.38806107
mature,20010743,-0.72971574,-0.17114107,0.51400834,-0.093857011,-0.23943496,-0.52713771,-0.90466384,-0.28872119
mature,20010759,-1.4764192,-0.38732294,-3.0094887,-0.14908865,0.0041174932,0.78797413,1.2598232,1.7657497
mature,20010791,-1.3153656,0.46789032,-0.12251811,-0.47919137,0.46680166,-0.84995915,-1.2836401,0.1067631
mature,20010794,-0.25766011,-0.29477708,0.71056531,-0.17413082,-0.28776796,0.03409989,-0.65178362,0.45678883
mature,20010796,-0.60585739,-0.73843702,0.58283936,-0.44855048,-1.0488912,0.69007345,0.68867119,0.15659281
mature,20010798,-1.2533293,0.21237956,0.14015704,0.31533618,-0.070450637,0.8209302,-0.074508555,-1.1064067
mature,20010826,0.98054539,0.01295303,1.2252135,-0.86609647,2.7571885,-1.4130794,-0.94350204,3.3700038
mature,20010860,0.64884125,0.19022341,0.68699107,0.90417124,-0.25993306,-0.34161149,0.07658575,2.2621711
mature,20010895,-0.73218067,0.43175525,0.44359058,0.038888094,0.11359498,-0.16318211,0.0090349276,0.29073827
mature,20010915,-0.87677099,0.037455684,0.12731414,-0.073678786,0.12295872,-0.32148333,-0.45549277,0.32124176
mature,20010986,0.15908362,0.13762618,-1.7086334,-0.76890319,-0.69175511,-0.3210848,0.57302333,-0.47452971
mature,20010991,-0.47328092,-0.43915726,1.2223954,-0.64538673,0.11158965,0.78488623,-0.66879195,0.77124399
mature,20010995,0.31818112,0.52791156,0.64103702,-0.84075106,1.0660636,1.1167328,-0.60033585,0.16033985
mature,20011010,-0.89168503,-0.5969959,-0.34749392,0.60844523,-0.78973199,-0.62793565,-0.90296349,-0.54869545
mature,20011025,-1.0069171,0.22010873,0.33746059,-0.14456416,0.37369672,0.031832065,-0.50765651,0.014518195
mature,20011035,-0.00316413,0.61733624,0.11394244,-0.29214082,-0.60129648,-0.85722627,-0.46754664,-0.62543492
mature,20011044,-0.79362691,0.36369983,0.41915377,-0.070018175,-0.061127989,-0.23860615,-1.2454488,-0.22413677
mature,20011077,-0.42337694,-0.35131304,0.90739836,-0.16335694,0.28172956,-0.44125557,0.21544574,-0.19057264
mature,20011081,-0.31170011,-0.11872919,0.32304823,-0.3675348,-0.18316985,-0.54649582,-0.74157601,-0.23361978
mature,20011092,-0.38626289,1.3345252,0.28020147,0.076733597,-0.49045438,-0.082948267,-0.82250754,0.52059666
mature,20011093,0.58893878,0.16840556,-0.38115308,-0.28521964,-0.61682209,-0.37543737,-0.86577834,-0.3331459
mature,20011114,-0.14030094,0.29445886,0.12326404,-0.57544045,-0.3493763,0.83860038,-0.34135491,0.052503774
mature,20011124,-0.81248623,-0.077870782,0.56256876,-0.17646064,0.58483485,-0.80360152,0.099697278,0.029695188
mature,20011130,-0.42396298,0.43801863,0.15457134,-0.59593724,-0.14496295,-0.36992892,-0.65629164,-0.40280289
mature,20011154,0.2360885,-1.4580123,-0.85215231,-0.4559469,0.36212442,0.60586234,-2.3142527,0.16638906
mature,20011177,-0.028029803,-0.24428942,-1.0277283,0.24376686,0.12468093,-0.58016055,-1.199848,0.43119248
mature,20011187,-0.63859671,0.094608779,0.83691453,-0.059879976,-0.86031772,-0.061874839,-0.21307196,0.51584604
mature,20020011,-1.1875653,-0.26018474,-0.31104855,-0.073177152,-1.0336032,-0.45985365,0.74351208,-0.77290011
mature,20020015,-0.34834831,-0.57229407,0.6830364,0.10639264,-0.47106264,-0.41028308,0.018309549,1.0882704
mature,20020021,0.086103493,0.35263259,0.025185744,-0.86535178,-0.24817556,-0.83942564,-0.41291826,-0.35456528
mature,20020028,0.094394635,-0.99632963,0.65433709,-0.95282357,-0.45461128,0.65685898,-1.0354392,-0.092951378
mature,20020033,-0.17596282,0.18939603,0.41247369,-0.31812817,1.7452138,0.013210511,-1.14482,0.62277067
mature,20020038,0.33383846,-0.73225546,-0.20454477,0.44124104,-0.030983218,2.9246973,-0.7683215,0.89520519
mature,20020070,-0.94019343,0.3061978,0.35697093,0.68992324,0.22797851,-0.34435374,-1.3994935,0.59816619
mature,20020077,-0.3909869,0.43702058,0.79909023,-0.80754335,0.29716218,-0.741922,-0.77722392,0.22753503
mature,20020087,1.2412438,0.012766303,0.60336074,-1.3777052,1.4599305,-1.2180574,-0.37479239,-0.013429935
mature,20020103,0.12424663,-0.30801537,0.72455423,0.28728688,-0.92667187,-0.82434375,-0.49063002,0.22317485
mature,20020125,-0.29529832,1.3088751,-0.022814371,0.18317315,-0.68631691,-0.62684035,0.099833447,0.69837726
mature,20020129,-1.1913109,-1.0312611,-0.60479634,0.32872689,1.1171517,-1.3806088,0.60900427,0.3947674
mature,20020131,-0.7663932,0.20697992,0.98695889,-0.3146656,-0.50949908,0.24821646,-0.58177891,0.2534209
mature,20020132,1.1241386,0.71496639,-0.2439096,1.9951933,0.22768597,-0.26858495,0.23912774,-1.1880712
mature,20020135,0.027119136,0.96720405,0.071443094,-0.70589685,-0.62655599,-1.1488565,-0.082952644,-0.1940786
mature,20020148,-0.65579256,-0.046584387,0.58546968,-0.010919781,0.13151387,-0.52859828,-0.43815667,0.41303305
mature,20020159,-0.15396716,-0.14748657,-1.0325455,-2.8877934,0.27329835,4.6541313,0.21240546,-0.99793792
mature,20020164,2.0817575,-2.7004315,0.9452905,1.2400909,-1.8484437,-0.84720977,-0.16989855,-2.5446388
mature,20020182,-1.2181139,-0.13628867,0.14338466,0.17814525,-0.55988482,0.11975618,-0.9242586,-0.36817177
mature,20020197,4.0926254,-2.8658556,3.4635808,0.33158606,0.47054736,-2.9740848,3.0565794,1.6173897
mature,20020223,-0.027063492,2.9571487,1.9679291,0.6876652,-0.50569636,2.7407087,2.9568457,-0.35745701
mature,20020230,2.6267533,-0.88833965,-2.4893048,-3.6008948,0.38675486,-0.47715338,-0.6020222,1.3773699
mature,20020254,-0.64948097,-0.38318635,0.24309614,0.1985657,1.3815688,0.3685641,2.4936937,-0.58877173
mature,20020261,0.78375653,-0.020490867,0.27282054,-1.278406,0.069648269,-0.95576915,-0.48579349,-0.47864003
mature,20020268,0.24355798,0.91107842,0.10846522,-0.73903152,-0.81637735,-0.60456909,-0.75190134,0.03947705
mature,20020277,0.2390747,-1.3289142,-0.43234195,0.43671644,-1.902455,1.0225377,-0.58733177,-1.1031888
mature,20020321,-0.091909678,-0.06484422,0.19491452,-0.27115483,1.1366409,-0.57163005,-1.2983446,-0.90425012
mature,20020328,1.1067381,0.4235411,-0.80420669,-2.6989517,0.40758063,-0.23056647,-0.030921254,-0.49705981
mature,20020335,2.0094326,-2.3881888,-0.3761668,-0.47050072,0.57010949,1.2714161,-1.0502925,-0.30009689
mature,20020342,-0.98174035,-0.25500743,0.069861768,-0.72277087,-0.17921385,-0.25463437,-0.27261106,-0.18422013
mature,20020352,-0.30221629,-0.31150325,0.024403583,-0.12183657,-1.401875,0.47540918,-0.98033786,-1.2187396
mature,20020363,0.65027174,-0.38391543,-0.58165736,0.043261758,-0.35452405,-0.49616514,-0.019633066,0.34181122
mature,20020368,-1.0674745,0.60221591,0.23499226,1.2442239,-0.60802579,0.35814707,-1.58054,0.11640099
mature,20020369,0.071647533,0.75937492,0.3052397,1.5356659,-0.55928589,-0.68680117,-0.55792913,0.5408704
mature,20020381,-0.081429349,0.28452649,-0.22682042,2.192632,3.1638289,-1.1572353,2.7879456,-0.79675675
mature,20020385,1.3859125,1.599989,0.88236111,1.7658144,0.74870802,0.58670039,1.879431,-0.47852648
mature,20020394,2.4639862,-2.7002025,1.8987021,-1.7962952,-0.84244446,0.82207642,0.6623503,1.3209064
mature,20020415,1.0736023,3.6175085,-2.4156516,2.03219,-1.6579869,1.787109,1.1516351,1.5979669
mature,20020423,0.34154887,-1.7693603,-1.1434617,-0.064615293,2.7218918,0.37066099,0.19987196,0.71619011
mature,20020428,-0.76135923,0.16848204,-0.59534058,1.4510442,-1.2264715,-0.18401041,-1.0905036,-0.74056341
mature,20020429,0.51501193,-0.92104051,-3.2409149,1.8729308,2.0203892,-1.6345851,1.7142003,1.1314989
mature,20020457,0.13444645,-0.072427772,0.09025951,-0.36692085,0.70481308,0.408063,-0.72428588,0.60997128
mature,20020483,1.3599229,-2.108935,-0.29925054,0.79408616,3.0930771,3.6792759,-3.8519955,0.34483213
mature,20020484,-0.390946,0.49140921,-1.117588,0.90231593,0.092394709,-0.75962446,-0.38357314,0.58091845
mature,20020490,-0.089785799,-0.35717928,-0.82168206,0.91953346,-0.37277399,-0.27820534,0.57468798,1.045506
mature,20020495,0.38818702,0.81300059,-1.6034583,-1.9401773,-1.1025951,-0.22649649,1.673964,-1.9391024
mature,20020503,-0.2853023,0.077473658,0.18629506,-1.2870237,0.19407569,0.92553581,-0.58108575,-0.13309056
mature,20020508,0.016346309,0.24842318,0.43510409,0.25182018,0.56308869,0.11352106,-1.3958253,0.43600983
mature,20020521,1.0018874,0.29833264,-6.4794465,0.81943253,-0.47914222,1.9277653,-0.67872303,-0.85019349
mature,20020547,0.33438015,1.5617154,-0.10021085,0.66252063,-0.6466957,-0.57458521,0.74258586,-0.2692453
mature,20020554,1.3603945,-0.55680836,0.38203832,1.9084218,1.4943886,-0.92639912,-0.75957725,-0.41831663
mature,20020585,-1.0965321,-0.3968125,-0.95101413,0.074193315,-1.3053222,-0.41535351,1.556385,-0.22997789
mature,20020608,-1.2655567,0.21270073,-0.99508287,-0.61913342,-0.3676394,1.0725227,-0.74486179,0.40199788
mature,20020611,0.43533634,-0.47954791,0.36571494,-0.030686733,-1.4949697,-1.073485,0.38970753,0.19250823
mature,20020613,-0.90323216,-0.53365376,-1.751503,0.54378567,-0.050705595,0.92056443,-0.2540706,0.32224745
mature,20020624,-0.20148517,0.51223325,-2.4182465,2.0385516,1.4033494,-0.18659586,0.83126546,0.14284489
mature,20020646,0.4626847,-1.6143025,0.5978294,1.2433639,-1.2497557,-1.3498656,-0.4221177,0.97996594
mature,20020650,0.28482679,1.392263,0.85844371,-0.95954268,0.56554019,-0.49968146,-0.092201267,0.30820281
mature,20020659,0.27027033,0.89810105,-0.53515148,-0.6497055,-1.1486809,-1.0979989,0.093183448,0.47315457
mature,20020688,0.039111312,1.0202161,-0.3051453,-0.23280962,0.71341758,-0.68224312,-0.16304398,0.20484223
mature,20020716,0.85085223,-0.54511738,-1.4813294,-0.21559485,0.12054553,-0.40017024,0.61870541,0.53925307
mature,20020717,0.34018104,-1.9780664,-0.6737693,2.2650451,-0.76481438,-0.72398714,0.24745604,0.46722057
mature,20020787,-0.61785203,-1.0976987,-0.0058645126,0.40404237,-0.45500322,-0.10455208,-0.0031574266,-0.064863484
mature,20020803,1.0171858,0.00933776,-2.7421426,-0.64304467,-2.4906211,2.0265647,0.97341128,-1.3650705
mature,20020816,-0.3742562,1.3068115,0.099824836,0.079727634,0.25792974,-0.64983018,0.12705065,-1.0820436
mature,20020833,0.71189892,-0.97773431,-1.924664,1.4719885,-1.2335615,-0.35801046,0.49053774,1.5559592
mature,20020857,-0.79925781,0.52654089,0.24649931,0.13169068,-0.28255362,-0.7653825,-0.65199316,-0.17301304
mature,20020866,-0.41516273,0.11120299,-0.15519658,0.68829818,0.28225756,-0.1247796,-0.14787589,-0.69711821
mature,20020877,2.5334213,-1.4089047,0.21106331,0.65365666,-0.78644956,1.0870991,-2.5180505,-0.94729783
mature,20020883,0.84480326,0.80913891,0.34238085,-0.82899985,0.95311728,0.079819156,0.38776532,1.2837433
mature,20020891,-0.060283178,0.67121642,0.82504,-0.13007445,-0.5534177,0.25221477,0.88818672,1.3614175
mature,20020896,-0.83228191,0.17205363,-1.3039722,0.6575701,-1.7493752,1.1154997,-0.29596407,-1.3762204
mature,20020906,-0.74608125,0.74537627,0.10918285,0.80985452,0.24896963,-0.83164779,-0.79505781,0.44171458
mature,20020915,-0.76965841,0.30685386,0.64739258,0.46901938,1.1838459,-0.072401023,0.71360893,-0.76433757
mature,20020916,-0.082666358,-0.19520036,-0.78059265,0.58547376,-0.83475683,-0.035783264,-1.5718125,-1.7173154
mature,20020917,-1.9090074,-0.70189886,-0.61205556,0.44586783,2.1268798,0.58155739,0.80445368,0.63195037
mature,20020927,-0.90861057,0.32561357,0.30705348,-0.038296916,-0.054158887,-0.69153366,-0.75783157,-0.029980925
mature,20020930,0.99341065,-1.4053514,0.37793793,-0.69207962,-0.27598332,0.84327999,-1.6636025,0.412153
mature,20020940,3.2402905,-1.1631323,-1.8756857,0.77135465,0.4361717,-1.0128402,-2.1357593,0.95299941
mature,20020954,-1.2149052,0.48278667,0.6230805,-0.77659604,-0.27995975,1.9578499,0.92255806,0.45655331
mature,20020976,-0.42064153,0.05151239,0.66576623,-0.1943942,0.043630335,0.19793834,-0.23752916,0.12759342
mature,20020985,0.87856112,1.3609944,0.4388908,1.9781055,1.392964,0.33528787,2.2092789,-2.7721664
mature,20020991,0.46102943,1.099126,0.56284358,1.598685,0.66981763,1.3609727,1.8600672,-0.60119787
mature,20020996,-0.098306469,-2.4650953,0.16054324,0.17846192,-1.3155301,0.28711259,1.0087416,-0.89057087
mature,20021005,0.43194227,-0.43265704,-0.17943987,-0.36718027,-0.32011872,-1.3691388,-0.51847277,0.21140843
mature,20021017,-0.66156467,0.41099044,0.26123844,0.66886281,1.0601859,-0.32602454,0.57036341,-0.24423587
mature,20021019,0.18490748,0.92305884,-0.15283851,-0.86978457,-0.086979638,0.19143379,-0.9975282,0.034787372
mature,20021029,-0.67376123,-0.022631326,0.4678457,-0.2333527,-0.67080413,-0.54088452,0.014312306,0.28491981
mature,20021032,-0.35248524,0.011418111,0.99580083,-0.1457924,0.17937698,0.31219161,0.64851008,-0.27710958
mature,20021039,-0.67915625,0.43212982,0.54701802,-0.32425081,0.07322398,-0.65152975,-0.802299,-0.16987719
mature,20021049,-0.40976058,-0.40204544,0.44014788,-0.13745762,-0.28536231,0.18169912,-0.82606223,-0.16268465
mature,20021087,0.42998019,0.40660993,0.7357183,-2.4166054,0.39707835,-0.05838994,0.19482562,0.00039379194
mature,20021093,-0.54565121,0.52464733,1.1571339,-0.2651697,-0.26274736,0.43332092,0.29142798,0.28776289
mature,20021097,-0.41372305,-0.009258579,0.33923328,-0.63449112,-0.52112376,-0.491748,-0.64613427,-0.6519613
mature,20021107,0.74931704,-0.99228896,0.8471229,1.0296767,-0.5427429,0.63522647,0.042802996,1.0943916
